Movie Names,Certificate,Duration,Genre,Rating,Years,Director,Actors,Gross,Votes
A Day in a Metro,None,,Drama,,,Karuna Kumar,"John Kottoly, Pravallika Reddy, Mahy Bezawada, Aripirala Satyaprasad",,
Tamasa Teere,None,,None,,1989,,Panchajanya,,
Gojamil,None,,Drama,,2019,Debasish Saha,"Pranab Bhowmick, Sumita Bhowmick, Biswajit, Sannidhya Das",,
Dum Dum Deega Deega,None,15,"Short, Drama",7.9,2014,Ayush Kapur,"Mukesh S. Bhatt, Naman Jain, Princy Sudhakaran",,22
Al Jaar Qabla Al Daar,None,73,"Documentary, History, News",,2012,,Shaina Anand,,
Laila Majnu,None,,None,,1931,J.J. Madan,"Khurshid Begum, Nissar",,
Athinumappuram,None,,None,7.8,1987,Kottayam Chellappan,"Adoor Bhawani, Geetha, Mammootty, Mammukoya",,11
Danger at Your Doorstep,None,10,"Documentary, Short",,1968,,Adoor Gopalakrishnan,,
The Magic,None,,"Short, Drama",8.9,2013,"Karthik Venugopal, 
Vignesh Venugopal","Lakshmi Priya, Shenbagarajan",,8
Sharad Poonam,None,,Drama,8.5,2019,,Niyati Acharya,,6
Pandey Aur Pandey,None,22,None,,2006,,"Vandana Gupte, Sudhir Pandey, Atul Srivastava",,
Tenali Raman,None,,None,,1938,,A. Narayan,,
Gubarrey,None,12,"Short, Drama",,2019,,Ravinder Kumar,,
Samsaaradalli Golmaal,None,,Drama,,2012,Om Sai Prakash,"Sadhu Kokila, Sai Kumar, Anu Prabhakar, Thara",,
Naam Pirandha Mann,None,167,"Action, Crime, Drama",5.0,1977,A. Vincent,"Shivaji Ganesan, Kamal Haasan, Gemini Ganesan, K.R. Vijaya",,25
Dullpuna,None,,"Short, Music",,2021,Mandeep Panesar,Labh Heera,,
Planchette,None,,"Short, Comedy",,2013,Shaiju Mathew,"Kavita, Manik, Neelima, Reegan",,
Prem Pash,None,,None,,1929,Dinkar Bidker,"Bhaurao Datar, Himmat, Jadavrao, Madhav Kale",,
Girl You Know,None,,"Short, Music",,2021,Raj Kamal Suthar,"Ebadat Bhat, Disha Mahana, Shivali Rajput",,
Smart Sense Effect,None,,"Documentary, Short",,2018,,,,
Laut Aaja,None,,"Short, Music",,2019,Navjit Buttar,"Angela Krislinzki, Madhav Mahajan",,
Alor Thikana,None,,Drama,,2009,Bidesh Sarkar,"Anjana Basu, Swantana Basu, Jagannath Guha, Rana Mitra",,
Timepiece,None,7,"Short, Drama",,2015,,Komal Khanna,,
Lalat,None,,None,,1947,,Raja Nene,,
Rajputani,None,,None,,1929,Chandulal Shah,"Dinshaw Bilimoria, Gohar Jan, Baburao Sansare, Thatte",,
Jeevanadi,None,,"Drama, Family",,2017,,"Archana, Padmaja, Shivratri, Sujith Subramanya",,
Sui Ka Naka,None,,None,,1931,,Niranjan Pal,,
Raahat,None,20,Drama,,,,,,
Is that it?,None,9,"Short, Action, Crime",,2012,M.S.N. Karthik,"M.S.N. Karthik, Slv Kaushik, Saudagar Prakash",,
Garib Ki Duniya,None,,Drama,,1934,,"Keravala, Laxmi",,
Na Sochekai Katha Bhayo,None,,"Short, Musical",,2021,Shankar Regar,"Tina Sherpali, Navin Yatri",,
Shadow of Buddha,None,40,"Documentary, Short, Biography",,2010,,Heather Kessinger,,
Vishwamitra,None,,None,,1936,,A. Narayan,,
The Great Kaamdev,None,,Drama,,2002,Suresh Jain,"Hemant Birje, Raza Murad",,
Dil Tainu Karda Ae Pyaar,None,,Romance,,2012,,Ajay Pannalal,,
Windows of Different Walls,None,11,Short,,2017,Vimlesh Kumar Pandey,"Manish Janardhana, Amitabh Kumar Singh",,
Dasa Avathar,None,,None,,1929,,,,
Ishq To Pagalpanti Hai,None,153,Drama,,2018,Avinash Tripathi,Samar Singh,,
Kashmir: Under the Shadow of the Gun,None,39,"Documentary, Short",,2006,,Digby Rumsey,,
Yar Potta Mudichu,None,,None,,1990,,M. Jayakumar,,
Valamiya 2.0,None,,"Short, Musical, Romance",,2021,Dhwani Gautam,"Puja Joshi, Geetaben Rabari, Anshul Trivedi",,
Daku Ka Ladka,None,,None,,1935,Charu Roy,Anwari,,
Soorma Bhagat,None,,Action,,1993,,"Hasrat Gill, Gursharan Singh",,
Rasiya Saajan,None,4,"Short, Music",,2007,S. Ramachandran,"Nitu Chandra, Ismail Darbar, Zubeen Garg",,
Kaise Kahoon,None,,None,,1945,Moti B. Gidwani,"Baby Akhtar, Pran Sikand",,
The Dream: journey about last way of hope,None,8,"Documentary, Short, Drama",,2012,Abhishek Kumar Gautam,"Tony Singh, Kajal Karmokar, Ganesh Kumhar, Kiran Nayak",,
Jadoo Tona,None,,Horror,,2000,Kishan Shah,"Brij Gopal, Mohan Joshi, Satnam Kaur",,
A Silent Warble,None,,Short,,2020,,Debanjan Majhi,,
Be A Hero,None,,"Short, Drama",,2013,Amit Bimrot,"Alok Arora, Akkshay Gunaawat, Sanjay Kumar Sahu",,
Dhoomketu,None,,"Short, Thriller",,2019,Deepak Dev,"Dube Saurav, Durgesh Kumar",,
8.25% One Year Fixed Deposit Package: IDFC Bank,None,,"Short, Family",,2016,,,,
Shanthi,None,,Musical,,1992,,,,
Manushiyan,None,,None,,1979,P. Ravindran,"Vladimir Balashov, Adoor Bhasi, Madhu, Thikkurisi Sukumaran Nair",,
Chaddian Di Doli,None,150,Comedy,,1966,Lal Singh Kalsi,"Naseem Banu, Helen, I.S. Johar, Manmohan Krishna",,
Delhi to Agra vlog,None,,"Documentary, Short",,2021,,Sheru Photography,,
The Moon,None,,"Animation, Short, Adventure",9.2,2019,,,,6
Teri Meri Aashiqui: Bhojpuri,None,,Musical,,2015,Sujit Kumar Puri,"Tanushree Chatterji, Sujit Kumar Puri, Santosh Shrivastav",,
Pyramids: A Pause Between Life and Death,None,17,"Short, Mystery",,2017,Sebin Thankachan,"Abraham Edwin, Sethu George, Tony Greek",,
Tui Mor Hozpana,None,,"Short, Romance",,2018,Sarat Reang,"Mimo Chakma, Tarun Chakma",,
Blazing Bajirao,None,,"Short, History",7.6,2015,,Alok Sharma,,5
Mohtaj Mashuq,None,,None,,1932,,,,
Past Present Future,None,10,"Short, Drama, Family",,2016,Narugopal Mandal,"Aromita Chakrabortty, Goutam Hait, Biswajit Maiti, Narugopal Mandal",,
Canvas,None,21,"Short, Drama",,2021,Soumojit Adak,"Saurav Das, Hrishu De, Swapan Seal",,
Spider in the Window,PG,92,Adventure,,,Joy Burchingo,Rocky Malviyan,,
Rishyashringar,None,,None,,1961,Mukkamala,Gummadi,,
Tera Naa: Anshul Seth & Vibhas feat. Tanzeel Khan & Ashi Khanna,None,,Music,,2020,"Team D.S. Creations, 
Dinesh Sudarshan Soi","Tanzeel Khan, Ashi Khanna, Anshul Seth, Neelam Shukla",,
Amar Pyar,None,,Fantasy,,1958,,"Hiralal, Mahipal, Shakila",,
Colors of Love,None,,Drama,,2017,Saleem Ahmad Saifi,Saleem Ahmad Saifi,,
Maa Naana Kosam,None,23,"Short, Drama",,2016,Faarooq Roy,"Sunny Naveen, K. Prassana, Jabeer Shaik",,
Bayaan,None,,Drama,,1979,,,,
Pilupu: A Call,None,17,"Short, Drama, Family",,2015,Venu Nakshathram,"Swaathi Sriram, Suman Manchireddy, Aadya Gangula, Bhoopal Reddy",,
Kaayantran: A Transformation,None,14,"Short, Drama",,2015,,"Salauddin Baig, Shiv Kr Prasad",,
Rutbaa,None,,Short,,2019,,Shakti Seth,,
Tripti,None,,Short,8.3,2014,Ziddi Razan,"Tamanna Gaur, Alok Yadav",,9
Zabaan,None,11,"Short, Drama",,2021,Prafulla Tripathi,Harsh Vardhan Singh,,
Baba Gyancho,None,,"Short, Comedy",,2015,Da Sachin Sharma,Ram Kishan Dhakad,,
Samarappanam,None,,None,,1987,,P. Vasu,,
Sati Tara,None,,None,,1925,Shinde,"Krishna Chauhan, Bhaurao Datar, Shelar Tatyaba",,
Resham Ka Hai Kurta Mera,None,,"Short, Musical",,1997,,"Sucheta Khanna, Kahkashan Patel",,
A Drunken Conversation: Chhote Bachhe Entertainers,None,4,"Short, Comedy",,2014,Nikhil Goudar,"Bhavaish Bhatijaa, Vishal Kawle, Avinash Kuri, Mitesh Patel",,
Sugna 2,None,177,Drama,,2017,Ajay .K. Ojha,"Aditya Ojha, Neha Shree, Dharmendra Singh",,
Naza Ka Aalam,None,14,"Short, Drama",,2020,Subhash Maskara,"Aman Mohammadi, Amit Pahel, Upma Sharma",,
Common Student,None,26,"Short, Drama",,2016,Tanuj Vyas,"RajKumar Chouhan, Mohammed Imran, Pawan Parihar, Virendra Pratap Singh",,
Durghatna,None,,Thriller,,1988,Kailash Advani,"Balbinder, Balbinder Dhami, Urmila Matondkar, Prema Narayan",,
Salesman,None,8,"Short, Comedy",,2016,Akshansh Yogeshwar,"Kapoor Manish, Rahul Pandey, Narendra Rampal",,
Chandramohana,None,,None,,1936,Raja Chandrasekhar,"Ragini Devi, K.R. Jayalakshmi, K.P. Kamakshi, P.R. Mangalam",,
Jawani,None,,"Action, Musical",,2001,,Gulshan Grover,,
Gaay Gaatha!,None,12,"Short, Drama",,2015,Saurabh Sinha,Shitanshu Sharad,,
Tharo aashiq lafda kar gayo,None,,"Short, Music",,2021,,Er Ramesh Marmit,,
Krishna Sudhaama,None,,None,,1943,K. Subramaniam,"Bellaave Naraharishashtri, S.D. Subbalakshmi",,
Padmini My Love,None,20,"Documentary, Short",,2014,,"Munmun Dhalaria, Sriram Mohan, Ruchi Sawardekar, Silja Wurgler",,
Njaaval Pazhangal,None,,None,,1976,Azeez,"Manju Bhargavi, Santha Devi, Trichur Elsi, Kunjava",,
Ephemeral Oblivion,None,,Short,,2018,Navneet Mishra,"Lalita Mishra, Radha Binod Mishra",,
Dantkatha,None,54,"Documentary, Family, History",,2013,Ajay Dubey,Tom Alter,,
Teen's Desires,None,16,"Short, Drama",,2022,Shivankar Arora,"Preetika Chauhan, Sayantani Ghosh, Dhritika Singh",,
Mahalakshmi,None,,Drama,,2001,Karthik Raghunath,"Ramesh Aravind, Ashalatha, Kumar Govind, Jayanthi",,
Dharmi Dhutaro,None,,None,,1926,,,,
Pichipoo,None,,None,,1978,P. Gopikumar,"P. Bhaskaran, Bhavani, K.P.A.C. Lalitha, Kaviyoor Ponnamma",,
Manjari,None,22,"Short, Drama",,2018,Trinayan Sharma,"Anju Dahal, Tanushree Das, Devi Dutta Mohapatra, Ankit Verma",,
Channel V Campus Blog,None,,Reality-TV,,2010,,,,
Cricket: A Gentleman's Game,None,14,"Documentary, Short, Sport",,2017,,Kashish Agarwal,,
Gurjar Veer,None,,None,,1932,,Dhirubhai Desai,,
Veer Balak,None,,Drama,,1968,,,,
Waft,None,12,"Short, Romance",,2018,Vishnu Udayan,"Syju John, Revathy Sampath, Ashish Shashidhar",,
The little black book,None,,"Short, Fantasy, Mystery",,2017,Pranay Naidu,"Anurag Kulkarni, Avinash Nikash, Padmanabhan Pillai",,
Chan da Tukda,None,55,Comedy,,2018,Chander Mohan,"Shiva Ji Aryan, Jai Bharti, Deepa Chandi, Ram Kumar",,
Niyoti,None,,Drama,,1951,Naresh Mitra,"Sikharani Bag, Ajit Banerjee, Bhanu Bannerjee, Haradhan Bannerjee",,
Payal Singhal on her Tweak India X Kohler debut collaboration,None,,Short,,2019,,,,
Jumbulingam,Not Rated,140,"Drama, History",6.9,1982,Sasikumar,"Mohanlal, Alummoodan, Adoor Bhasi, Jayabharati",,19
Collect,None,9,"Short, Horror, Thriller",,2014,Elvis D'Silva,"Laura Mishra, Tariq Vasudeva",,
Oyo Rooms: After Party,None,,"Short, Family",,2015,,Vinay Jaiswal,,
Turki Hoor,None,,None,,1924,,,,
Shaitan Ka Pash,None,,None,,1936,Ezra Mir,Jehanara Kajjan,,
Girl Friend Oorelithe,None,15,"Short, Comedy",,2020,Durga Prasad,"Shravanthi Anand, Amardeep Chowdary, Ravi Siva Teja, Surya Teja",,
Herogiri,None,,"Action, Romance",,,,"Megha Ghosh, Akash Das Nayak",,
Khandahar (The Lost Army Hospital),None,18,"Short, Drama, Horror",,2020,Amir Hashmi,Amir Hashmi,,
Steel - Prabhu Baskar,None,,Short,,2021,Prabhu Baskar,Prabhu Baskar,,
Blush,None,,"Short, Music",,2021,,Abhay Singh,,
Experimental Music Video,None,4,"Short, Musical",,2009,,Florian,,
Mein Dilwali Hoon,None,,"Short, Musical",,1997,,Diandra Soares,,
Big Camp,None,,Reality-TV,9.2,2012,,Dushyant Pratap Singh,,5
Tum_se,None,,"Short, Music",,2020,Meena Lalit,"Pallavi Joshi, Anshul Lavre, Aniket Singh Rajawat, Shanaya Rajput",,
Planning Devachem,None,,Action,,2018,Rajesh Fernandes,"Tapan Acharya, Oliver Sean",,
The Indian Telly Awards,None,210,Music,,2001,Anil Wanvari,Alyy Khan,,
Shahay Wilayat,None,,"Short, Family",,2022,Ruhool Ahmad Kawa,Ruhool Ahmad Kawa,,
Gopala,None,,Drama,,,Vasanth Raj,"Usha Bhandary, Vidya Bhushan, Arpitha Gowda, Jyothi Gowda",,
Maa Bipat Tarini Chandi,None,,Drama,,1981,Amar Bhattacharya,"Santu Mukherjee, Nandini Maliya, Rabi Ghosh, Tarun Kumar Chatterjee",,
Roopantharam,None,96,"Drama, Family",7.8,2015,M.B. Padmakumar,"Kochu Preman, Bharath Chand, Sona Nair",,7
BeHALF,None,7,"Short, Drama",,2021,Akash Kamble,"Jitendra Kamble, Brijeshh Rathore, Neeraj Rokade",,
Remember a Day,None,17,"Short, Drama",8.2,2012,Poojan H. Shah,"Chandan Anand, Piyush Mishra",,13
Found in Corona,None,,"Short, Drama, Family",,,,,,
The Hope Film,None,,Short,,2013,Elvis D'Silva,Elvis D'Silva,,
Aaj Gumnaam Hu by Divyansh Rana,None,,"Short, Music",,2021,Narendra Singh,Divyansh Rana,,
Raja Mudra,None,,None,,1995,R.K. Selvamani,"Mansoor Ali Khan, M.N. Nambiar, Napolean, Raghuvaran",,
Talle Challani Daivam,None,,None,,1977,M.S. Gopinath,Varalakshmi G.,,
Khoon Aali Chithi,None,,"Short, Drama",,2017,,Rupinder Inderjit,,
Yeh Qadam Nahin Rukenge,None,,Drama,,1968,,,,
Tera vi dil dolda te he,None,,"Short, Musical",,,Shorya Veer Saagar,"Shorya Veer Saagar, Anurag Anand, Ronit Rana, Surbhi Thakur",,
NTB's Goa,None,6,"Short, Comedy",4.0,2021,,"Sm Ravi Chauhan, Naveen Koshle",,5
Talli Kodakala Anubandham,None,,None,,1981,K.S.R. Das,"Kongara Jaggaiah, Krishnamraju, Jaya Prada, Kaikala Satyanarayana",,
Humanity,None,7,"Short, Drama",,2015,Kapil Singh,"Baba Ayodhya, Inamullah",,
Sanchari,None,,Documentary,,1991,,Arun Khopkar,,
Rashtraveer Shivaji,None,,"Action, Adventure, Drama",,1962,Sultan,"Shyam Kumar, Ratnamala, Anjum, Raj Rani",,
Avalukendru Oru Manam,None,22,Drama,,2012,,,,
Salma Sundari,None,,Romance,,1994,Ajit Ganguly,"Uttam Mohanty, Aparajita Mohanty, Dipankar Dey, Kali Bannerjee",,
Megh,None,,"Short, Drama",,2021,,Biswadip Biswas,,
Shangri-la,None,,Crime,8.3,2021,,"Ishan Bhardwaj, Saiff Malik, Sittu Chaurasiya, Akshay Aggarwal",,6
Green,None,,Short,,2021,Prabhu Baskar,Prabhu Baskar,,
Ashoka Footwear - Ad Film,None,,Short,,2018,,Samar Mukherjee,,
Mahageet,None,,None,,1937,Hiren Bose,Sankatha Prasad,,
SOS: Save Our Soil,None,,Short,,2022,Bhushan Khedkar,"Manisha Godara, Rajesh Kumar",,
Nihareeka,None,,Family,,2012,,Yogita Patel,,
Nandadeep,None,,Drama,,1962,Krishnarao Chaonkar,"Ranjit Budhkar, Krishnarao Chonkar, Nalini Chonkar, Seema Deo",,
Kalyana Rathriyil,None,,None,,1966,M. Krishnan Nair,"Kaduvakkulam Antony, Paravoor Bharathan, Adoor Bhasi, Latha",,
Kodaikkanal,None,115,Drama,,2008,T.K. Bose,"Shamna Kasim, Sekar P.R., Ashwanth Thilak, Vadivukkarasi",,
Where does Home lie?,None,,Documentary,,2021,,Shubhra Vandit,,
Thakicha Lagna,None,52,None,,1935,"Vishram Bedekar, 
Vamanrao N. Bhat","Damuanna Malvankar, Balwantrao Pethe, Shankarrao Majumdar, Vithu",,
Tanha Raha,None,,"Short, Music",,2017,,Sohi Saini,,
Bijli,None,,None,,1931,,Ramakant Gharekhan,,
Chay Mone Tomake,None,,Drama,,2010,N. Padi,"Rishi, Varsha",,
The Painkiller,None,19,"Short, Crime, Drama",,2011,Balaraman Mohanraj,Balaraman Mohanraj,,
Naad,None,26,"Documentary, Short",,2005,Indraneel Kaul,"Uday Bhawalkar, Sayeed-ud-din Dagar",,
Vani,None,,None,,1943,"Gopal, 
K. Hirannaiah","Pandari Bai, Tirumakudalu Chowdiah, K. Hirannaiah, Musari Krishnamurthy",,
Azur,None,,Crime,,2018,Abin Babu,"Vinodh Ajayan, Ameervayalar, Ansarvayalar, Saveesh Kumaran",,
Thuglaq,None,,None,,,Praneeth Pandaga,"Raghu Kunche, Rohan Siddarth, Chaitanya Priya, Chandrabose",,
"Thank You, Police",None,,"Documentary, Short",,2020,,Prince Shah,,
Antaraal,None,111,Drama,7.3,2013,Benoy Mittra,"Saayoni Ghosh, Harsh Chhaya, Debashree Roy, Kharaj Mukherjee",,37
Waste Management of India,None,7,"Documentary, Short",,2010,,Shaan I. Memon,,
Abul Hasan,None,,None,,1931,Prafulla Ghosh,"Hadi, Khatun, Shahzadi",,
Hope Against Darkness,None,,"Documentary, Short",,2015,,Rohit Guptaa,,
Pudhuppaatti Ponnuthaayi,None,,None,,1994,,,,
Jaanu Unmarried,None,,Family,,2022,Jatinder Singh Jeetu,"Arvinder Bhatti, Mahabir Bhullar, Jasdeep Kaur, Tarundeep Singh",,
Anahita,None,,"Short, Drama",,2021,Vijay Sharma,"Amrit Kaur Dhillon, Trishaan Maini",,
Natasha: a Cerebral Game,None,,"Short, Sci-Fi",,2019,Hardik Pareekh,"Bhumika Barot, Rishil Joshi, Abhilash Shah",,
Sport Gym Buddies,None,,Short,,2019,Abhijit Gajwani,Jemimah Rodrigues,,
Sadhanai Payanam,None,,Drama,,2020,Madheshwara,"Azhagu, Parameshwar, Sangeetha Venkatesh",,
Johny Mera Yaar,None,,Action,,1973,,"Krishna, Jyothi Lakshmi, Vijayalalitha",,
India Unlimited,None,,None,,2017,,Shantanu Gupte,,
Bhairavi,None,,None,,1960,,Dinkar D. Patil,,
Ekti Kaktaliya Galpo,None,11,"Short, Fantasy",,2009,Tathagata Singha,Trishaan,,
Shots of Sikkim,None,,"Short, Adventure",,2021,"Prince Mishra, 
Mishra Prince","Vikash Mishra, Vikash Mishra",,
Pudhaiyal,None,,Drama,,1957,"R. Krishnan, 
S. Panju","Shivaji Ganesan, Padmini, S.A. Ashokan, J.P. Chandrababu",,
See Real Killer,Not Rated,4,"Short, Action, Crime",,2020,Achyut Prashast Singh,Achyut Prashast Singh,,
Triangle,None,24,"Documentary, Short, Biography",,2018,,Aniket Prakash Deore,,
4th Pillar,None,,"Short, Drama",,2014,Aniruddha Sharma,"Rajshri Deshpande, Uttam Mohanty, Aniruddha Sharma",,
Wish,None,,"Short, Musical",,2021,,R.S. Arun Prakaash,,
Dawn,None,,Drama,,1998,,"Mona Ambegaonkar, Shahbaaz Khan, Deepa Lagoo, Arif Zakaria",,
Dulhan,None,,None,,1943,Dada Gunjal,Kanhaiyalal Chaturvedi,,
Jange Davlat,None,,None,,1931,Anand Prasad Kapoor,"Nandram, Promoth Bose, Mehtab, Nurjahan",,
Laxman Joshi,None,,Documentary,,1989,,Jabbar Patel,,
Between the Veils,None,4,Short,8.8,2021,Sandeep Ramesh,"Sandeep Ramesh, Archana Nair, Sudheesh Raman",,11
Opigesic Oil TVC ft. Anupam Kher,None,,Short,,2019,,"Prerna Gandhi, Rahul Kapoor, Anupam Kher, Suresh Sharma",,
RSVP Ranjana vs Sanjay Vishesh Pal,None,,"Short, Comedy",,2017,Azaad Bharti,"Kunal Mehta, Kcarren Rajput",,
Devadasi_NOW,None,20,"Documentary, Short, History",,2016,,Indrani Nayar-Gall,,
Buraq Kalonji Tablets TVC,None,1,"Short, History",,2020,,Navneet Kaur Drall,,
Saiyan Ke Gaon Mein,None,,Documentary,,1991,,Govind Saraiya,,
Soona Soona,None,,Short,,2020,Ayushman Goswami,Bihu Mukherjee,,
Raj Sanyas,None,,None,,1929,Pandurang Talegiri,"Gangu, Wamanrao Kulkarni, Sakhu",,
Kulala Kurukshetram,None,,None,,1987,Sarath,Sharada,,
Phoolan: The First Rebel,None,30,Documentary,,1996,Dhruv Kumar,Phoolan Devi,,
Wives and Wives,None,4,"Documentary, Short",,1962,,Pramod Pati,,
Malbe,None,9,Animation,,2008,,,,
SpiderG - Aapka Digital Saathi,None,,Short,,2019,Sabyasachi Shome,Aashay Kulkarni,,
Ke Hobe Biggest Fan,None,,Talk-Show,,,,,,
Chhanu Ne Chhapnu Kai Thai Nai,None,124,Comedy,,,,,,
Gully Hustle,None,,Short,,2021,Abhishek Anand,"Abhishek Anand, Vishal Kashyap, Sanya Raj",,
Hukumnama Katha,None,,None,,2018,,,,
Cuttackwalla jewellers,None,,Short,,2019,Amrutendu Baral,"Samarpita Das, Mamata Tripathi",,
The Potter: Shaping Lives,None,6,"Documentary, Short, Drama",,2017,Rituraj Devaang Jain,"Oliveira Edward, Rituraj Devaang Jain",,
Niksh,None,,Drama,,2021,Pradip Arjun Athavale,"Pradip Arjun Athavale, Arjun Mehar, Rahul Raut",,
Khadi Geet song 2021,None,5,"Short, Musical",,2021,Harish Yadav,Harish Yadav,,
Neethikku Oru Pen,None,113,Drama,,1984,,Kalaignanam,,
Tunch Mhojea Jivit,None,,"Short, Romance",,2017,,Milroy Goes,,
Making of Eternal Love,None,21,"Documentary, Short",,2013,Keshhav Panneriy,"Rupam Chetiapatra, Hriday Dubey, Nina Kashyap, Anil Malik",,
Veera Pulikeshi,None,143,Drama,,2014,Ma. Ba. Manjunath,"P. Ravi Shankar, Raju Talikote, Rekha Vedavyasa",,
Airbrushed Beyond Recognition,None,6,"Documentary, Short",,2021,,,,
Kunjedathi,None,,"Short, Family",,2020,,Prasad Nooranad,,
Ae Chhilo Mone,None,,None,,1983,Subir Sarkar,"Rabi Ghosh, Anup Kumar",,
Karma ke Rati,None,130,Drama,,2013,Jayanta Nath,"Aimee Baruah, Rajkumar, Podmaraag Goswami, Rimpi Das",,
The Wherefores,None,70,"Drama, Romance",,,Pratik Ramesh Prabhan,Samarth Bajaj,,
A Heroine's Proposal,None,,"Short, Drama",,2021,Sanjay Kumar Singh,"Suhail Raja Khan, Rose Laskar, Neel",,
Bengaluru on Karnataka,None,,"Short, Reality-TV",,2016,Inam,Inam,,
Saathi,None,,None,,1938,Parshwanath Yeshwant Altekar,"Durga Khote, Mubarak Mechant",,
Check-Mate,None,13,"Short, Fantasy",,2014,Sanjiban Nath,"Phalguni Chakrabarty, Phalguni Chatterjee",,
Dil to Dil Hai,None,,"Short, Family",,2021,Sanjay Singh Negi,Akash Mukherjee,,
Chakranta,None,,"Action, Drama, Romance",,2016,Himanshu Parija,"Debu Bose, Ashok Das, Meghna Mishra, Sadhana Parija",,
Good Morning India,None,,None,,1998,,"Ruby Bhatia, Pankaj Pachuria",,
Savoy: Saga on an Icon,None,62,Documentary,,2020,Kshitij Sharma,"Ganesh Saili, Kshitij Sharma",,
Dhin Tak Dhin,None,,"Short, Music",,2018,Vinay Prataprao Deshmukh,"Vinay Prataprao Deshmukh, Seema Kadam",,
Nimco Sandal Soap Commercial,None,,Sport,,2020,Tariq Bhat,Rehan Tariq,,
Alibhabha,None,106,Drama,,2008,Neelan K. Sekar,"Kreshna, Biju Menon, Prakash Raj",,
23 Jan,None,,"Short, Drama",,2019,Subramanian Velu,"Ashwin, Gautham, Mohanna Kannan, Sivanesh",,
Njan Kanda Kanavu,None,22,"Short, Fantasy",,2020,Sivas Ramar,"Syam Kumar, Arun C. Kumar, Asokhan, Arya Sreekantan",,
10 years 9 months 8 days,None,20,"Short, Drama",,2019,Abinash Bikram Shah,"Maotse Gurung, Santosh Pokharel, Surya Mala Khanal",,
Beti Tumhare Jaisi,None,,Drama,,1969,,"Gajanan Jagirdar, Paidi Jairaj, Ashok Kumar, Mahesh Kumar",,
CWE Breakdown Show,None,,Sport,,2019,,,,
Kochu Thampuratti,None,,None,,1979,Alex,"Cochin Hanifa, Sharmila, Vincent",,
Badrinath Dhaam,None,,None,,1980,Ashish Kumar,"Bharat Bhushan, Bela Bose, Manher Desai, Ashish Kumar",,
Shatru,None,,Action,,1993,,"Jaya Prada, Vijayakanth",,
Riyaz,None,,Drama,,2021,Mriganka Borah,"Swagata Bharali, Soumar Jyoti Borah, Juri Sarmah",,
Prashna Chinnha,None,,Drama,,2001,,,,
Tara Ambara Te,None,,"Short, Romance",,2002,,Sanober Kabir,,
Inclination,None,5,"Short, Drama",,2014,Nitin Shashindran,"Prabhat Iyer, Pratik Joshi, Heet Patel, Ankita Surendran",,
Dakota Family,None,,Drama,,2020,Om Prakash Rao,"Sonia Gowda, Om Prakash Rao, Tulasi, Rockline Venkatesh",,
Kalinga Kahini 2,None,14,"Documentary, Short",,2020,,"Tisha Mukherjee, Paramanu Sarkar",,
Festival of India,None,,Documentary,,1985,,Shyam Benegal,,
Love Forever,None,7,"Short, Fantasy, Romance",,2014,Srinu Pandranki,"Jenny Honey, Arjun Kalyan",,
Thottu Sellum Thendrale,None,110,Drama,,2009,R. Manickam,"Sathya, Kovai Senthil, Sridev",,
Naina More,None,,"Short, Music",,2018,Rishikesh Pandey,Bamkesh Pandey,,
Jannat,None,,Short,,2014,,Jithin Nazeer,,
Dawor,None,,None,,1990,Atul Bordoloi,Kiranmala,,
Chandirani,None,164,"Drama, Musical",,1953,Bhanumathi Ramakrishna,"N.T. Rama Rao, Bhanumathi Ramakrishna, S.V. Ranga Rao, Seeta Rama Anjaneyulu Chilakalapudi",,
TB Harega Desh Jeetega Animated,None,,"Short, Animation",,2018,,Mrinmoy Das,,
Poimugangal,None,,Family,,1986,C.V. Rajendran,"Rakesh, Ravichandran, Sulakshana",,
Redress,None,8,"Short, Crime",,2019,"Sonit Bansal, 
Mayank Keshwani","Alavi Humdani, Hriday Kapadi, Mayank Keshwanni, Khevna",,
She Her,None,,Talk-Show,,,,,,
Namdar Gopal Krishna Gokhale,None,,"Short, Documentary",,2020,Rima Amarapukar,"Pushkaraj Chirputkar, Shyamraj Patil",,
Yauvana Poratham,None,,None,,1990,,,,
Babanchi Bayko,None,,None,,1927,Narayanrao Sarpotder D.,"Durgabai, Potdar Dwarkadas, Gondhaleker, Varne Pandurang",,
Jal (Water),None,2,"Short, Crime",,2019,Shikha Janet Alagh,"Pramod Bhanushali, Tushya Bhatia, Drizzela Dsouza",,
Simhasanam,None,,Family,3.4,2000,,"Radhika Chaudhari, Vijayakanth",,14
Chinnodu,None,,Comedy,,2001,,"Brahmanandam, Pavan Kumar, Preeti",,
BootStrap,None,11,"Short, Action, Mystery",,2012,Sudhanshu Sharma,"Aditya Bhatnagar, Arun Dagar, Ankit Jain",,
Tere Qareeb,None,,"Short, Music",,2020,Vinay Niranjan,"Deepak Jeswal, Shruti Puranik, Michael Rajput",,
Pata Chitra,None,,Documentary,,1977,,Purnendu Pattrea,,
Dhrubatara,None,25,Drama,2.0,2020,,"Shyamoupti Mudly, Indrajit Bose, Suvajit Kar",,7
Nirbhau,None,,"Short, Action, Crime",,2019,Kamz Singh,"Kamz Singh, Siya Savlani, Himanshi Sharma, Wamil Sachdev",,
